Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 87521, reject
match rule 46031, reject
match rule 73082, reject
match rule 47347, permit
match rule 2207, reject
match rule 23949, permit
match rule 65899, permit
match rule 39409, permit
match rule 41807, permit
match rule 70859, reject
match rule 66249, reject
match rule 21808, reject
match rule 24824, reject
match rule 66973, reject
match rule 63340, reject
match rule 47061, permit
match rule 37661, permit
match rule 8738, permit
match rule 25547, permit
match rule 28478, reject
match rule 63336, permit
match rule 77498, reject
match rule 43933, reject
match rule 39149, permit
match rule 46688, reject
match rule 55428, reject
match rule 42137, reject
match rule 12138, permit
match rule 37292, permit
match rule 6073, reject
match rule 1146, reject
match rule 13903, permit
match rule 6465, reject
match rule 54924, permit
match rule 60653, permit
match rule 33949, permit
match rule 51364, permit
match rule 45935, permit
match rule 40024, permit
match rule 35712, permit
match rule 21013, permit
match rule 64194, reject
match rule 11981, permit
match rule 10209, permit
match rule 40723, permit
match rule 76337, permit
match rule 11066, reject
match rule 2070, reject
match rule 56162, reject
match rule 9479, permit
match rule 55280, reject
match rule 25580, permit
match rule 42017, reject
match rule 26425, reject
match rule 87904, permit
match rule 1553, permit
match rule 83157, permit
match rule 16276, reject
match rule 74718, reject
match rule 64117, permit
match rule 5663, reject
match rule 30356, reject
match rule 4531, reject
match rule 64718, reject
match rule 68153, permit
match rule 70915, permit
match rule 2260, reject
match rule 16482, reject
match rule 8767, reject
match rule 7120, permit
match rule 1553, permit
match rule 30333, reject
match rule 33921, reject
match rule 55656, permit
match rule 15257, permit
match rule 61129, permit
match rule 74798, reject
match rule 25162, reject
match rule 43871, reject
match rule 75136, permit
match rule 82115, reject
match rule 16103, permit
match rule 68296, reject
match rule 53556, reject
match rule 41895, reject
match rule 14036, reject
match rule 31928, reject
match rule 26425, reject
match rule 48623, reject
match rule 61549, reject
match rule 76523, permit
match rule 51521, reject
match rule 32174, reject
match rule 3119, permit
match rule 34208, permit
match rule 76764, reject
match rule 36871, permit
match rule 78303, reject
match rule 20901, reject
match rule 64189, reject
match rule 34006, permit
match rule 12079, permit
match rule 84511, permit
match rule 10838, reject
match rule 51164, permit
match rule 28470, permit
match rule 18852, reject
match rule 10135, reject
match rule 9569, reject
match rule 35502, permit
match rule 617, permit
match rule 21849, permit
match rule 67081, reject
match rule 74562, reject
match rule 8773, permit
match rule 27177, reject
match rule 7561, permit
match rule 26425, reject
match rule 27488, permit
match rule 93984, permit
match rule 1914, permit
match rule 10661, permit
match rule 33678, reject
match rule 16339, reject
match rule 74738, reject
match rule 47203, reject
match rule 26957, permit
match rule 22533, reject
match rule 42859, reject
match rule 4462, reject
match rule 54207, reject
match rule 88734, permit
match rule 83753, permit
match rule 47804, permit
match rule 9489, reject
match rule 22083, reject
match rule 51024, permit
match rule 49163, permit
match rule 56251, reject
match rule 40464, permit
match rule 28908, reject
match rule 82282, permit
match rule 46954, permit
match rule 43116, permit
match rule 82768, permit
match rule 9752, reject
match rule 35713, reject
match rule 15215, reject
match rule 36509, reject
match rule 47954, permit
match rule 2577, permit
match rule 14301, permit
match rule 14223, reject
match rule 11965, reject
match rule 6512, reject
match rule 14510, permit
match rule 30919, permit
match rule 65108, reject
match rule 18618, permit
match rule 40204, reject
match rule 34919, reject
match rule 83690, reject
match rule 72049, permit
match rule 71341, permit
match rule 95224, reject
match rule 28992, permit
match rule 46698, permit
match rule 4233, permit
match rule 51790, permit
match rule 27160, reject
match rule 92194, permit
match rule 51210, reject
match rule 24486, permit
match rule 39117, permit
match rule 9143, reject
match rule 66390, permit
match rule 3403, permit
match rule 5923, permit
match rule 86578, reject
match rule 63336, permit
match rule 21232, permit
match rule 45320, permit
match rule 2318, permit
match rule 45757, reject
match rule 11744, permit
match rule 60653, permit
match rule 53390, reject
match rule 24796, reject
match rule 58156, reject
match rule 14656, reject
match rule 14301, permit
match rule 8658, permit
match rule 22909, permit
match rule 50551, reject
match rule 55863, reject
match rule 39759, permit
match rule 58126, reject
match rule 53650, permit
match rule 21214, reject
match rule 3921, reject
match rule 1860, reject
match rule 40316, reject
match rule 3635, reject
match rule 32930, reject
match rule 35655, reject
match rule 40647, permit
match rule 50376, permit
match rule 62236, permit
match rule 59694, permit
match rule 46270, permit
match rule 7896, reject
match rule 34053, permit
match rule 48623, reject
match rule 53204, permit
match rule 48809, permit
match rule 51361, permit
match rule 11788, permit
match rule 64520, reject
match rule 11965, reject
match rule 22344, permit
match rule 45793, permit
match rule 13275, reject
match rule 76948, reject
match rule 11853, permit
match rule 3351, reject
match rule 89292, reject
match rule 19581, permit
match rule 40017, permit
match rule 7144, reject
match rule 4271, reject
match rule 8072, permit
match rule 27476, permit
match rule 56972, permit
match rule 25115, reject
match rule 13289, reject
match rule 32200, reject
match rule 71588, permit
match rule 35632, permit
match rule 64402, reject
match rule 53267, reject
match rule 16205, reject
match rule 30080, permit
match rule 57324, reject
match rule 12578, reject
match rule 6502, reject
match rule 54654, permit
match rule 68953, permit
match rule 17833, permit
match rule 5590, permit
match rule 50459, reject
match rule 31908, permit
match rule 55724, permit
match rule 84101, reject
match rule 16103, permit
match rule 76095, permit
match rule 55663, reject
match rule 1038, permit
match rule 3612, permit
match rule 5121, permit
match rule 5358, reject
match rule 15266, reject
match rule 77503, reject
match rule 5101, permit
match rule 44442, permit
match rule 61369, permit
match rule 60571, permit
match rule 84389, reject
match rule 64523, permit
match rule 66449, reject
match rule 36210, permit
match rule 26547, permit
match rule 8862, reject
match rule 57921, permit
match rule 40099, permit
match rule 50458, reject
match rule 37686, reject
match rule 89038, permit
match rule 67900, permit
match rule 76034, permit
match rule 8386, reject
match rule 45009, permit
match rule 31624, reject
match rule 33910, reject
match rule 46046, permit
match rule 20431, reject
match rule 75668, permit
match rule 41958, reject
match rule 10297, reject
match rule 2196, permit
match rule 87179, permit
match rule 70422, permit
match rule 52417, reject
match rule 42336, reject
match rule 11141, reject
match rule 84508, reject
match rule 13124, permit
match rule 59912, permit
match rule 7396, reject
match rule 77721, permit
match rule 6449, reject
match rule 49686, permit
match rule 7094, permit
match rule 17434, permit
match rule 7224, reject
match rule 4141, permit
match rule 56780, permit
match rule 17732, permit
match rule 17404, reject
match rule 56680, reject
match rule 34462, reject
match rule 43869, reject
match rule 62187, permit
match rule 25304, permit
match rule 66703, permit
match rule 39117, permit
match rule 15532, reject
match rule 50221, permit
match rule 5358, reject
match rule 21775, permit
match rule 45689, permit
match rule 4141, permit
match rule 17875, permit
match rule 34201, reject
match rule 19465, reject
match rule 66249, reject
match rule 33054, permit
match rule 21471, reject
match rule 51098, permit
match rule 42179, permit
match rule 56695, reject
match rule 54654, permit
match rule 61125, permit
match rule 33949, permit
match rule 42623, reject
match rule 16932, reject
match rule 77883, permit
match rule 94302, reject
match rule 11007, reject
match rule 23363, reject
match rule 39813, permit
match rule 14648, reject
match rule 26463, permit
match rule 38651, reject
match rule 1937, reject
match rule 25511, reject
match rule 47223, reject
match rule 47376, reject
match rule 8116, reject
match rule 32236, reject
match rule 77312, permit
match rule 38449, permit
match rule 83860, reject
match rule 3147, reject
match rule 42239, reject
match rule 35813, reject
match rule 29367, permit
match rule 4028, permit
match rule 77721, permit
match rule 11670, reject
match rule 52681, permit
match rule 56695, reject
match rule 32280, reject
match rule 4344, permit
match rule 53556, reject
match rule 37977, permit
match rule 16866, reject
match rule 54546, permit
match rule 72049, permit
match rule 3206, permit
match rule 48348, permit
match rule 48937, reject
match rule 37420, permit
match rule 38701, reject
match rule 57764, reject
match rule 37831, permit
match rule 80782, permit
match rule 64183, reject
match rule 72585, reject
match rule 19564, reject
match rule 4810, reject
match rule 13146, permit
match rule 35859, reject
match rule 31885, reject
match rule 83753, permit
match rule 42737, permit
match rule 10297, reject
match rule 56836, reject
match rule 89711, reject
match rule 52643, reject
match rule 63904, reject
match rule 30080, permit
match rule 33196, permit
match rule 17077, reject
match rule 21328, permit
match rule 5663, reject
match rule 39943, reject
match rule 88992, permit
match rule 34469, permit
match rule 7606, permit
match rule 38278, reject
match rule 27649, reject
match rule 32544, permit
match rule 10297, reject
match rule 66973, reject
match rule 1805, permit
match rule 35903, permit
match rule 84384, permit
match rule 24807, reject
match rule 35632, permit
match rule 10523, reject
match rule 9752, reject
match rule 66744, reject
match rule 61403, reject
match rule 11192, permit
match rule 70051, permit
